Loading Pygame.
Pygame Loaded.  Initializing.
Pygame Initialized.
Loading Items
Loading Enemies
Loading Enemies
         7511743 function calls (7421231 primitive calls) in 74.045 CPU seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 Abilities.py:430(Smash)
        4    0.000    0.000    0.000    0.000 Abilities.py:45(getDamageType)
        1    0.000    0.000    0.000    0.000 Abilities.py:454(Whirlwind)
       49    0.000    0.000    0.000    0.000 Abilities.py:48(getTimeTaken)
        1    0.000    0.000    0.000    0.000 Abilities.py:498(Charge)
        1    0.000    0.000    0.000    0.000 Abilities.py:532(BoomerangBlade)
        1    0.000    0.000    0.000    0.000 Abilities.py:558(MagicSpell)
        1    0.000    0.000    0.000    0.000 Abilities.py:593(MagicMissile)
        1    0.000    0.000    0.000    0.000 Abilities.py:6(Ability)
        1    0.000    0.000    0.000    0.000 Abilities.py:651(MissileStorm)
        1    0.000    0.000    0.000    0.000 Abilities.py:668(GreaterMissileStorm)
        1    0.000    0.000    0.000    0.000 Abilities.py:685(Sparks)
       82    0.001    0.000    0.001    0.000 Abilities.py:70(__init__)
        1    0.000    0.000    0.000    0.000 Abilities.py:720(IcicleBlast)
        1    0.000    0.000    0.000    0.000 Abilities.py:786(IceBall)
      639    0.002    0.000    0.002    0.000 Abilities.py:84(getRange)
       11    0.000    0.000    0.000    0.000 Abilities.py:92(isUsable)
       11    0.000    0.000    0.000    0.000 Abilities.py:95(use)
        1    0.000    0.000    0.000    0.000 Buffs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Buffs.py:1(BuffStruct)
    86811    0.234    0.000    0.234    0.000 Buffs.py:18(getStat)
       66    0.000    0.000    0.000    0.000 Buffs.py:2(__init__)
        1    0.000    0.000    0.000    0.000 Buffs.py:21(Buff)
        1    0.003    0.003    0.004    0.004 DungeonGenerator.py:1(<module>)
     2012    0.008    0.000    0.009    0.000 DungeonGenerator.py:1005(update)
     1619    0.006    0.000    0.006    0.000 DungeonGenerator.py:1012(wakeUp)
        2    0.000    0.000    0.001    0.000 DungeonGenerator.py:1020(sleep)
       10    0.000    0.000    0.020    0.002 DungeonGenerator.py:1039(getDungeonPiece)
       10    0.000    0.000    0.043    0.004 DungeonGenerator.py:1052(getRandomDungeonPiece)
        1    0.000    0.000    4.613    4.613 DungeonGenerator.py:106(generate)
        1    0.000    0.000    0.001    0.001 DungeonGenerator.py:1063(loadEnemyList)
        5    0.001    0.000    0.005    0.001 DungeonGenerator.py:1073(loadEnemyGroup)
        7    0.000    0.000    0.005    0.001 DungeonGenerator.py:1091(getEnemyGroup)
        1    0.000    0.000    0.000    0.000 DungeonGenerator.py:127(RoadStruct)
        1    0.000    0.000    0.000    0.000 DungeonGenerator.py:131(__init__)
      156    0.001    0.000    0.001    0.000 DungeonGenerator.py:138(getTile)
        1    0.003    0.003    0.005    0.005 DungeonGenerator.py:154(generate)
        1    0.000    0.000    0.000    0.000 DungeonGenerator.py:188(DungeonGrid)
        1    0.000    0.000    4.625    4.625 DungeonGenerator.py:189(__init__)
        4    0.010    0.002    4.733    1.183 DungeonGenerator.py:204(saveToFile)
      694    0.048    0.000    0.088    0.000 DungeonGenerator.py:209(update)
        2    0.000    0.000    0.000    0.000 DungeonGenerator.py:237(roomGoingToSleep)
      239    0.002    0.000    0.003    0.000 DungeonGenerator.py:240(wakeUpRoom)
      170    0.002    0.000    0.025    0.000 DungeonGenerator.py:244(getRandomPositionInRoom)
     2827    0.012    0.000    0.012    0.000 DungeonGenerator.py:250(getRoom)
        1    0.000    0.000    0.001    0.001 DungeonGenerator.py:255(createMajorNodes)
        1    0.005    0.005    4.625    4.625 DungeonGenerator.py:265(resetGrid)
    11459    0.066    0.000    0.100    0.000 DungeonGenerator.py:284(getWidth)
    11459    0.067    0.000    0.094    0.000 DungeonGenerator.py:287(getHeight)
      819    0.009    0.000    0.013    0.000 DungeonGenerator.py:290(getGrid)
       83    0.001    0.000    0.001    0.000 DungeonGenerator.py:300(setGrid)
       90    0.001    0.000    0.001    0.000 DungeonGenerator.py:304(setWall)
       86    0.005    0.000    0.017    0.000 DungeonGenerator.py:308(isValidPlaceForPiece)
        7    0.001    0.000    0.002    0.000 DungeonGenerator.py:324(addRightDoors)
        7    0.001    0.000    0.002    0.000 DungeonGenerator.py:343(addLeftDoors)
        7    0.001    0.000    0.002    0.000 DungeonGenerator.py:362(addTopDoors)
        7    0.000    0.000    0.001    0.000 DungeonGenerator.py:380(addBottomDoors)
       67    0.001    0.000    0.003    0.000 DungeonGenerator.py:399(addRandomValidDoor)
        7    0.006    0.001    0.023    0.003 DungeonGenerator.py:415(placePieceAt)
       10    0.001    0.000    0.018    0.002 DungeonGenerator.py:438(findStreamingSpotForPiece)
        8    0.000    0.000    0.000    0.000 DungeonGenerator.py:446(streamPiece)
     1388    0.006    0.000   16.452    0.012 DungeonGenerator.py:449(streamQueuedPieces)
        8    0.001    0.000   16.446    2.056 DungeonGenerator.py:454(streamQueuedPiece)
     5376    0.251    0.000    0.577    0.000 DungeonGenerator.py:518(getTilesetAt)
     4622    0.012    0.000    0.012    0.000 DungeonGenerator.py:527(getRandomWalkableTile)
        1    0.000    0.000    0.000    0.000 DungeonGenerator.py:54(ClimateStruct)
        7    0.000    0.000    0.098    0.014 DungeonGenerator.py:549(setDecorativeTiles)
        1    0.000    0.000    0.002    0.002 DungeonGenerator.py:55(__init__)
        7    0.024    0.003    0.054    0.008 DungeonGenerator.py:555(drawDecorations)
        7    0.009    0.001    0.029    0.004 DungeonGenerator.py:569(addOtherDecor)
       10    0.000    0.000    0.000    0.000 DungeonGenerator.py:615(createShrine)
        7    0.000    0.000    0.001    0.000 DungeonGenerator.py:626(addAllShrines)
        1    0.000    0.000    0.001    0.001 DungeonGenerator.py:633(addShrine)
        7    0.008    0.001    0.014    0.002 DungeonGenerator.py:683(drawRoads)
   216576    0.990    0.000    0.990    0.000 DungeonGenerator.py:69(getTile)
        1    0.000    0.000    0.000    0.000 DungeonGenerator.py:698(DungeonPiece)
        8    0.000    0.000    0.020    0.003 DungeonGenerator.py:699(__init__)
        8    0.002    0.000    0.020    0.002 DungeonGenerator.py:709(loadFromFile)
       18    0.006    0.000    0.020    0.001 DungeonGenerator.py:730(calculateWalls)
       12    2.310    0.193    4.613    0.384 DungeonGenerator.py:74(iterate)
      335    0.002    0.000    0.003    0.000 DungeonGenerator.py:746(getWidth)
      435    0.002    0.000    0.003    0.000 DungeonGenerator.py:749(getHeight)
     1754    0.017    0.000    0.025    0.000 DungeonGenerator.py:752(getGrid)
       90    0.001    0.000    0.001    0.000 DungeonGenerator.py:757(getWall)
        9    0.000    0.000    0.001    0.000 DungeonGenerator.py:762(rotateOnce)
       10    0.000    0.000    0.022    0.002 DungeonGenerator.py:770(randomlyRotate)
       10    0.000    0.000    0.001    0.000 DungeonGenerator.py:777(makeSquare)
       10    0.002    0.000    0.008    0.001 DungeonGenerator.py:787(trimExtra)
        1    0.000    0.000    0.000    0.000 DungeonGenerator.py:827(DungeonRoom)
        7    0.002    0.000    0.058    0.008 DungeonGenerator.py:828(__init__)
        7    0.000    0.000    0.001    0.000 DungeonGenerator.py:868(pickEnemyGroup)
        7    0.002    0.000    0.047    0.007 DungeonGenerator.py:880(createUnitGroup)
        7    0.001    0.000    0.002    0.000 DungeonGenerator.py:917(getClimateType)
        7    0.000    0.000    0.052    0.007 DungeonGenerator.py:924(initializeUnits)
        7    0.000    0.000    0.000    0.000 DungeonGenerator.py:939(initializeTraps)
        7    0.000    0.000    0.052    0.007 DungeonGenerator.py:964(initializeEncounter)
      234    0.007    0.000    0.029    0.000 DungeonGenerator.py:979(getRandomPosition)
        7    0.002    0.000    0.003    0.000 DungeonGenerator.py:987(spawnEncounter)
        1    0.004    0.004    0.004    0.004 Effects.py:1(<module>)
      694    0.016    0.000    0.024    0.000 Effects.py:10(update)
        1    0.000    0.000    0.000    0.000 Effects.py:101(PictureEffect)
        1    0.000    0.000    0.000    0.000 Effects.py:132(ItemCollectEffect)
        1    0.000    0.000    0.000    0.000 Effects.py:160(ExplosionEffect)
        1    0.000    0.000    0.000    0.000 Effects.py:179(FollowingExplosionEffect)
        1    0.000    0.000    0.000    0.000 Effects.py:194(LoopingExplosionEffect)
     4164    0.018    0.000    0.047    0.000 Effects.py:20(drawMe)
        1    0.000    0.000    0.000    0.000 Effects.py:228(CooldownDoneEffect)
        1    0.000    0.000    0.000    0.000 Effects.py:239(LineEffect)
        1    0.000    0.000    0.000    0.000 Effects.py:24(Effect)
        1    0.000    0.000    0.000    0.000 Effects.py:267(TextEffect)
        4    0.000    0.000    0.000    0.000 Effects.py:268(__init__)
      160    0.000    0.000    0.000    0.000 Effects.py:280(readyToDelete)
      160    0.002    0.000    0.002    0.000 Effects.py:283(update)
      314    0.010    0.000    0.029    0.000 Effects.py:292(drawMe)
        1    0.000    0.000    0.000    0.000 Effects.py:3(EffectStruct)
        1    0.000    0.000    0.000    0.000 Effects.py:304(DamageTextEffect)
        4    0.000    0.000    0.000    0.000 Effects.py:305(__init__)
        1    0.000    0.000    0.000    0.000 Effects.py:308(SpellEffect)
        1    0.000    0.000    0.000    0.000 Effects.py:37(FlashingSquare)
        1    0.000    0.000    0.000    0.000 Effects.py:4(__init__)
        1    0.000    0.000    0.000    0.000 Effects.py:66(CircleEffect)
        4    0.000    0.000    0.000    0.000 Effects.py:7(addEffect)
        1    0.000    0.000    0.000    0.000 Effects.py:89(DiminishingCircleEffect)
        1    0.005    0.005    0.088    0.088 Equipment.py:1(<module>)
      6/4    0.000    0.000    0.000    0.000 Equipment.py:100(getResistance)
      353    0.002    0.000    0.002    0.000 Equipment.py:119(getKeyword)
1662/1654    0.010    0.000    0.010    0.000 Equipment.py:132(getStat)
        1    0.000    0.000    0.000    0.000 Equipment.py:215(Item)
        1    0.004    0.004    0.015    0.015 Equipment.py:275(loadTreasureTables)
        1    0.008    0.008    0.057    0.057 Equipment.py:291(loadItemTables)
      630    0.026    0.000    0.044    0.000 Equipment.py:307(loadItemStat)
     2776    0.010    0.000    0.010    0.000 Equipment.py:39(getPrimaryWeapon)
        1    0.000    0.000    0.000    0.000 Equipment.py:8(Equipment)
     2776    0.020    0.000    0.030    0.000 Equipment.py:86(getAttack)
        2    0.000    0.000    0.000    0.000 Equipment.py:9(__init__)
       11    0.000    0.000    0.000    0.000 Equipment.py:92(getStatEffectedEquipment)
        1    0.000    0.000    0.055    0.055 EscMenu.py:1(<module>)
        1    0.036    0.036   74.028   74.028 Game.py:1(<module>)
     1388    0.134    0.000    0.927    0.001 Game.py:106(drawHUD)
        1    0.000    0.000    0.000    0.000 Game.py:14(Camera)
        2    0.002    0.001    0.002    0.001 Game.py:15(__init__)
      694    0.222    0.000   16.959    0.024 Game.py:159(drawMe)
        1    0.286    0.286   72.821   72.821 Game.py:187(playStreamingGame)
     2776    0.008    0.000    0.008    0.000 Game.py:29(getNum)
     1388    0.009    0.000    0.009    0.000 Game.py:32(setPos)
    77487    0.211    0.000    0.211    0.000 Game.py:37(getSurface)
   112249    0.301    0.000    0.301    0.000 Game.py:40(Top)
   207129    0.564    0.000    0.564    0.000 Game.py:43(Left)
     2774    0.008    0.000    0.008    0.000 Game.py:46(Width)
     5550    0.015    0.000    0.015    0.000 Game.py:49(Height)
    81583    0.244    0.000    0.244    0.000 Game.py:52(Right)
    26218    0.079    0.000    0.079    0.000 Game.py:55(Bottom)
        1    0.000    0.000    0.000    0.000 Game.py:58(MainGame)
        1    0.000    0.000    0.001    0.001 Game.py:59(__init__)
      694    0.023    0.000   16.492    0.024 Game.py:67(streamQueuedPieces)
      694    0.041    0.000   28.461    0.041 Game.py:71(update)
     2776    0.201    0.000    0.641    0.000 Game.py:82(drawStatusBar)
        1    0.030    0.030    0.182    0.182 Globals.py:1(<module>)
        9    0.002    0.000    0.003    0.000 Globals.py:106(enum)
   194873    1.533    0.000    2.099    0.000 Globals.py:117(dist)
      598    0.004    0.000    0.004    0.000 Globals.py:125(isInt)
      233    0.002    0.000    0.002    0.000 Globals.py:132(isFloat)
     4164    0.084    0.000    0.291    0.000 Globals.py:161(drawCenteredText)
     1551    0.064    0.000    0.074    0.000 Globals.py:169(raytrace)
    65666    0.399    0.000    0.399    0.000 Globals.py:207(intOf)
        1    0.000    0.000    0.000    0.000 Globals.py:210(Keys)
        1    0.000    0.000    0.000    0.000 Globals.py:211(__init__)
     8328    0.027    0.000    0.027    0.000 Globals.py:224(keyPressed)
     2776    0.008    0.000    0.008    0.000 Globals.py:227(keyDown)
      694    0.005    0.000    0.005    0.000 Globals.py:236(flush)
       79    0.001    0.000    0.001    0.000 Globals.py:240(handleEvent)
    11144    0.160    0.000    0.224    0.000 Globals.py:259(getPlayerControls)
    33428    0.148    0.000    0.148    0.000 Globals.py:271(getAngDiff)
    73530    0.424    0.000    0.424    0.000 Globals.py:279(posToCoords)
   187088    1.098    0.000    1.098    0.000 Globals.py:282(coordsToPos)
       82    0.001    0.000    0.001    0.000 Globals.py:285(dungeonGridToCoords)
    24010    0.192    0.000    0.192    0.000 Globals.py:288(posToDungeonGrid)
      273    0.002    0.000    0.002    0.000 Globals.py:291(coordsToDungeonGrid)
        9    0.001    0.000    0.001    0.000 Globals.py:305(rot2)
     7622    0.089    0.000    0.089    0.000 Globals.py:321(normalize)
     7605    0.137    0.000    0.206    0.000 Globals.py:330(randFromNormalizedList)
        1    0.000    0.000    0.001    0.001 Globals.py:340(readAllLinesInFile)
        1    0.000    0.000    4.625    4.625 Globals.py:353(LoadDungeon)
     8899    0.035    0.000    0.035    0.000 Globals.py:362(GetDungeonGrid)
        1    0.000    0.000    0.337    0.337 Globals.py:370(LoadTerrain)
123859/123858    0.516    0.000    0.853    0.000 Globals.py:382(GetTerrain)
       82    0.001    0.000    0.001    0.000 Globals.py:391(getDoorCoordinates)
      133    0.001    0.000    0.001    0.000 Globals.py:395(getDirectionList)
     1388    0.007    0.000    0.463    0.000 Gods.py:10(moveTick)
      375    0.029    0.000    0.074    0.000 Gods.py:108(shrineInRange)
        1    0.000    0.000    0.000    0.000 Gods.py:125(Nature)
        2    0.000    0.000    0.000    0.000 Gods.py:129(childInit)
        4    0.000    0.000    0.001    0.000 Gods.py:141(modFavour)
       94    0.005    0.000    0.378    0.004 Gods.py:149(moveTick)
        4    0.000    0.000    0.001    0.000 Gods.py:174(takeDamage)
        1    0.000    0.000    0.000    0.000 Gods.py:181(Water)
        2    0.000    0.000    0.000    0.000 Gods.py:185(childInit)
        1    0.000    0.000    0.000    0.000 Gods.py:2(<module>)
        1    0.000    0.000    0.000    0.000 Gods.py:205(Death)
        4    0.000    0.000    0.001    0.000 Gods.py:21(takeDamage)
        2    0.000    0.000    0.000    0.000 Gods.py:210(childInit)
        2    0.000    0.000    0.000    0.000 Gods.py:220(interactWithUnit)
       94    0.001    0.000    0.048    0.001 Gods.py:223(moveTick)
       94    0.001    0.000    0.019    0.000 Gods.py:236(modFavour)
        1    0.000    0.000    0.000    0.000 Gods.py:25(NoGod)
        6    0.000    0.000    0.000    0.000 Gods.py:31(__init__)
        1    0.000    0.000    0.000    0.000 Gods.py:4(FavourStruct)
        2    0.000    0.000    0.000    0.000 Gods.py:5(__init__)
      282    0.010    0.000    0.088    0.000 Gods.py:66(moveTick)
        8    0.000    0.000    0.000    0.000 Gods.py:81(takeDamage)
     3345    0.023    0.000    0.035    0.000 Gods.py:87(isShrineSquare)
      282    0.010    0.000    0.017    0.000 Gods.py:92(checkForWorshipping)
        1    0.000    0.000    0.003    0.003 Guilds.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Guilds.py:103(GuildLevels)
        2    0.000    0.000    0.000    0.000 Guilds.py:104(__init__)
     1388    0.018    0.000    0.028    0.000 Guilds.py:114(moveTick)
     1654    0.034    0.000    0.061    0.000 Guilds.py:130(getStat)
        2    0.000    0.000    0.000    0.000 Guilds.py:143(setStartingGuild)
     4164    0.013    0.000    0.013    0.000 Guilds.py:149(getActiveGuild)
     1388    0.015    0.000    0.015    0.000 Guilds.py:23(expToLevel)
        1    0.000    0.000    0.000    0.000 Guilds.py:26(Guild)
        4    0.000    0.000    0.000    0.000 Guilds.py:27(__init__)
     3304    0.016    0.000    0.016    0.000 Guilds.py:36(getStat)
        4    0.000    0.000    0.003    0.001 Guilds.py:4(loadGuildImage)
     1388    0.015    0.000    0.015    0.000 Guilds.py:41(getLevel)
     1388    0.016    0.000    0.045    0.000 Guilds.py:52(getExperienceRequirement)
     2776    0.010    0.000    0.010    0.000 Guilds.py:55(moveTick)
        1    0.000    0.000    0.003    0.003 Guilds.py:6(GuildInfo)
        2    0.000    0.000    0.000    0.000 Guilds.py:87(setGuild)
        1    0.009    0.009    0.013    0.013 Projectiles.py:1(<module>)
       50    0.000    0.000    0.000    0.000 Projectiles.py:101(childInit)
     1532    0.096    0.000    0.374    0.000 Projectiles.py:104(update)
     1532    0.056    0.000    0.096    0.000 Projectiles.py:126(updateAngleFacing)
     1532    0.005    0.000    0.005    0.000 Projectiles.py:138(readyToDelete)
     3078    0.095    0.000    0.311    0.000 Projectiles.py:141(drawMe)
        1    0.000    0.000    0.000    0.000 Projectiles.py:147(PlayerProjectile)
        1    0.000    0.000    0.000    0.000 Projectiles.py:151(SpinnerProjectile)
        2    0.000    0.000    0.000    0.000 Projectiles.py:152(__init__)
      225    0.005    0.000    0.007    0.000 Projectiles.py:167(update)
      225    0.001    0.000    0.001    0.000 Projectiles.py:180(readyToDelete)
      454    0.075    0.000    0.219    0.000 Projectiles.py:183(drawMe)
        1    0.000    0.000    0.000    0.000 Projectiles.py:190(ProjectileBarrier)
        1    0.000    0.000    0.000    0.000 Projectiles.py:216(ChargeProjectile)
     4776    0.117    0.000    0.258    0.000 Projectiles.py:22(drawProjectilePic)
        1    0.000    0.000    0.000    0.000 Projectiles.py:248(BoomerangProjectile)
        1    0.000    0.000    0.000    0.000 Projectiles.py:283(IceBallProjectile)
     4776    0.032    0.000    0.048    0.000 Projectiles.py:32(getNumFrames)
        1    0.000    0.000    0.000    0.000 Projectiles.py:341(BulletStruct)
        1    0.000    0.000    0.000    0.000 Projectiles.py:342(__init__)
       52    0.000    0.000    0.000    0.000 Projectiles.py:345(add)
      694    0.035    0.000    0.428    0.001 Projectiles.py:348(update)
     1388    0.023    0.000    0.552    0.000 Projectiles.py:356(drawMe)
        1    0.000    0.000    0.000    0.000 Projectiles.py:38(Bullet)
        4    0.000    0.000    0.004    0.001 Projectiles.py:5(loadProjectilePic)
        1    0.000    0.000    0.000    0.000 Projectiles.py:66(ProjectileShot)
       50    0.002    0.000    0.004    0.000 Projectiles.py:67(__init__)
       50    0.000    0.000    0.000    0.000 Projectiles.py:95(initOptions)
        1    0.014    0.014    0.033    0.033 Queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Queue.py:13(Full)
        1    0.000    0.000    0.000    0.000 Queue.py:17(Queue)
        1    0.000    0.000    0.000    0.000 Queue.py:212(PriorityQueue)
        1    0.000    0.000    0.000    0.000 Queue.py:231(LifoQueue)
        1    0.000    0.000    0.000    0.000 Queue.py:9(Empty)
        1    0.001    0.001    0.001    0.001 Stats.py:1(<module>)
        4    0.000    0.000    0.000    0.000 Stats.py:103(calcKnockback)
      312    0.007    0.000    0.009    0.000 Stats.py:24(loadEnemyStat)
        2    0.004    0.002    0.016    0.008 Stats.py:5(loadAllEnemies)
        4    0.000    0.000    0.000    0.000 Stats.py:95(calcDamage)
        1    0.005    0.005    0.089    0.089 Terrain.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Terrain.py:108(PatrolPath)
        1    0.000    0.000    0.001    0.001 Terrain.py:15(loadTilesetMap)
        1    0.000    0.000    0.000    0.000 Terrain.py:197(TrapTrigger)
    30521    0.099    0.000    0.099    0.000 Terrain.py:30(tilesetLookup)
        1    0.000    0.000    0.000    0.000 Terrain.py:325(IncompleteStream)
        1    0.000    0.000    0.000    0.000 Terrain.py:334(Terrain)
        1    0.000    0.000    0.000    0.000 Terrain.py:335(__init__)
      694    0.653    0.001    1.425    0.002 Terrain.py:352(update)
        1    0.000    0.000    0.337    0.337 Terrain.py:363(initializeStreamedDungeon)
    43449    0.411    0.000    0.952    0.000 Terrain.py:37(getTileSubsurface)
        1    0.333    0.333    0.337    0.337 Terrain.py:379(createSquareArea)
        1    0.000    0.000    0.081    0.081 Terrain.py:4(loadTerrainPics)
    17280    0.190    0.000    0.385    0.000 Terrain.py:426(notifyUnitMovement)
      108    0.000    0.000    0.000    0.000 Terrain.py:465(addTrap)
        2    0.000    0.000    0.000    0.000 Terrain.py:468(getSpawnPos)
       31    0.000    0.000    0.000    0.000 Terrain.py:478(removeTrapDestination)
     6318    3.917    0.001   14.239    0.002 Terrain.py:50(getAdjustedTile)
    41765    0.465    0.000    1.323    0.000 Terrain.py:633(getAtPos)
   613700    8.804    0.000   11.785    0.000 Terrain.py:637(getAtCoord)
     6860    0.032    0.000    0.032    0.000 Terrain.py:673(setTile)
     6318    0.352    0.000   14.684    0.002 Terrain.py:688(drawTile)
        7    0.345    0.049   16.298    2.328 Terrain.py:705(streamDungeonGrid)
     1388    0.110    0.000    1.528    0.001 Terrain.py:829(drawMe)
     4164    2.466    0.001    7.013    0.002 Terrain.py:837(drawTraps)
   109290    1.184    0.000    3.694    0.000 Terrain.py:844(canMoveThrough)
    12536    0.139    0.000    0.429    0.000 Terrain.py:857(canSeeThrough)
     8460    0.086    0.000    0.127    0.000 Terrain.py:864(getCost)
    62833    0.687    0.000    1.000    0.000 Terrain.py:874(getCostWithTraps)
       78    0.927    0.012    5.958    0.076 Terrain.py:886(getShortestPath)
    12747    0.260    0.000    0.434    0.000 Terrain.py:923(calcH)
     8890    0.953    0.000    0.953    0.000 Terrain.py:928(getLowest)
  1552/78    0.016    0.000    0.016    0.000 Terrain.py:941(reconstruct)
   109290    0.341    0.000    0.341    0.000 Terrain.py:947(canMoveThrough)
     5249    0.113    0.000    0.308    0.000 Terrain.py:95(generateVariation)
    12536    0.040    0.000    0.040    0.000 Terrain.py:950(canSeeThrough)
    19373    0.488    0.000    0.652    0.000 Terrain.py:953(getTerrainSpeedMods)
     8890    0.111    0.000    0.182    0.000 Terrain.py:975(distance)
     1006    0.014    0.000    0.019    0.000 Terrain.py:978(getAtCoord)
        1    0.001    0.001    0.002    0.002 Traps.py:1(<module>)
      190    0.002    0.000    0.004    0.000 Traps.py:10(__init__)
     4756    0.224    0.000    0.817    0.000 Traps.py:121(drawMe)
      140    0.000    0.000    0.000    0.000 Traps.py:157(canSeeThrough)
        1    0.000    0.000    0.000    0.000 Traps.py:178(StreamingDoor)
     4892    0.081    0.000    0.257    0.000 Traps.py:180(getVariation)
       12    0.001    0.000    0.002    0.000 Traps.py:187(checkForStreaming)
      124    0.005    0.000    0.022    0.000 Traps.py:206(wakeUpRooms)
    18892    0.068    0.000    0.068    0.000 Traps.py:219(update)
      347    0.003    0.000    0.029    0.000 Traps.py:222(canMoveThrough)
        1    0.000    0.000    0.000    0.000 Traps.py:233(Stairs)
        1    0.000    0.000    0.000    0.000 Traps.py:274(SecretDoor)
        1    0.000    0.000    0.000    0.000 Traps.py:312(WallSpikeTrap)
        1    0.000    0.000    0.000    0.000 Traps.py:375(FloorSpikeTrap)
        1    0.000    0.000    0.000    0.000 Traps.py:405(Treasure)
      108    0.001    0.000    0.001    0.000 Traps.py:407(parseArgs)
     1166    0.003    0.000    0.003    0.000 Traps.py:424(getPathingHeuristic)
    51600    0.387    0.000    0.533    0.000 Traps.py:451(update)
      123    0.000    0.000    0.000    0.000 Traps.py:467(canSeeThrough)
        1    0.000    0.000    0.000    0.000 Traps.py:470(Shrine)
      108    0.001    0.000    0.004    0.000 Traps.py:473(__init__)
     2195    0.007    0.000    0.007    0.000 Traps.py:480(canMoveThrough)
    13421    0.537    0.000    1.803    0.000 Traps.py:483(drawMe)
        1    0.000    0.000    0.000    0.000 Traps.py:491(SolidSquare)
        1    0.000    0.000    0.000    0.000 Traps.py:504(Decoration)
        1    0.000    0.000    0.000    0.000 Traps.py:581(Repeater)
        1    0.000    0.000    0.000    0.000 Traps.py:8(Trap)
        1    0.000    0.000    0.000    0.000 Traps.py:84(PoweredDoor)
       82    0.001    0.000    0.001    0.000 Traps.py:86(parseArgs)
        1    0.006    0.006    0.098    0.098 Units.py:1(<module>)
85588/85157    0.851    0.000    1.081    0.000 Units.py:1033(getStat)
     3941    0.028    0.000    0.084    0.000 Units.py:1047(getKeyword)
    53654    0.356    0.000    1.020    0.000 Units.py:1052(getListenRange)
     5086    0.217    0.000    1.335    0.000 Units.py:1057(pickTarget)
      646    0.010    0.000    0.030    0.000 Units.py:1079(activateConditionCheck)
    26610    0.205    0.000    0.550    0.000 Units.py:1087(getMoveSpeed)
    17985    0.334    0.000    0.517    0.000 Units.py:1090(updateAngleFacing)
      107    0.001    0.000    0.002    0.000 Units.py:1107(getScanAngle)
     1763    0.022    0.000    0.064    0.000 Units.py:1110(scanMove)
     1388    0.027    0.000    0.051    0.000 Units.py:113(readjustCamera)
    13060    0.236    0.000    8.611    0.001 Units.py:1153(patrolMove)
     3162    0.033    0.000    0.046    0.000 Units.py:1163(alertedMove)
    13911    0.547    0.000    1.255    0.000 Units.py:1169(moveTowards)
